iso3_o,country_o,iso3_d,country_d,year,naics2,naics2description,extensive,greenfield,mergers,OperatingrevenueTurnover,OperatingrevenueTurnover_green,OperatingrevenueTurnover_mergers,TotalassetsthUSD,TotalassetsthUSD_green,TotalassetsthUSD_mergers,Numberofemployees,Numberofemployees_green,Numberofemployees_mergers,FixedassetsthUSD,FixedassetsthUSD_green,FixedassetsthUSD_mergers
AGO,Angola,PRT,Portugal,2017,54,Legal Services ,6,0,0,42057.05774593353,0,0,50266.6070098877,0,0,188,0,0,3122.472695112228,0,0
AGO,Angola,PRT,Portugal,2017,55,Management of Companies and Enterprises ,1,0,0,124.5724716186523,0,0,7777.9296875,0,0,0,0,0,6255.45703125,0,0
AGO,Angola,PRT,Portugal,2017,56,Administrative and Support and Waste Management and Remediation Services ,1,0,0,12450.22265625,0,0,20126.603515625,0,0,25,0,0,2971.638916015625,0,0
AGO,Angola,AGO,Angola,2018,52,Finance and Insurance ,1,0,1,906185.125,0,906185.125,5520703.5,0,5520703.5,2674,0,2674,0,0,0
AGO,Angola,AGO,Angola,2018,81,Repair and Maintenance ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2018,21,Oil and Gas Extraction ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2018,23,Construction of Buildings ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2018,51,Information ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2018,52,Finance and Insurance ,1,0,0,5819.265625,0,0,62537.0390625,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2018,53,Real Estate ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2018,55,Management of Companies and Enterprises ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,CHE,Switzerland,2018,42,Wholesale Trade ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AGO,Angola,CPV,Cape Verde,2018,51,Information ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,CPV,Cape Verde,2018,52,Finance and Insurance ,2,0,1,8157.30029296875,0,0,214072.5625,0,0,100,0,0,0,0,0
AGO,Angola,NLD,Netherlands,2018,55,Management of Companies and Enterprises ,1,0,0,0,0,0,48592.34765625,0,0,0,0,0,47065.98828125,0,0
AGO,Angola,PRT,Portugal,2018,23,Construction of Buildings ,1,0,0,0,0,0,21.84562683105469,0,0,0,0,0,0,0,0
AGO,Angola,PRT,Portugal,2018,42,Wholesale Trade ,1,0,0,4201.166015625,0,0,3392.044921875,0,0,23,0,0,265.7961730957031,0,0
AGO,Angola,PRT,Portugal,2018,52,Finance and Insurance ,1,0,0,18946.32421875,0,0,1312173,0,0,45,0,0,0,0,0
AGO,Angola,PRT,Portugal,2018,53,Real Estate ,1,0,0,0,0,0,3427.5283203125,0,0,0,0,0,0,0,0
AGO,Angola,PRT,Portugal,2018,54,Legal Services ,6,0,0,28998.60458374023,0,0,45585.20555496216,0,0,184,0,0,1095.728698253632,0,0
AGO,Angola,PRT,Portugal,2018,55,Management of Companies and Enterprises ,1,0,0,301.6066284179688,0,0,6360.111328125,0,0,1,0,0,4899.8359375,0,0
AGO,Angola,PRT,Portugal,2018,56,Administrative and Support and Waste Management and Remediation Services ,1,0,0,12586.65625,0,0,18692.44921875,0,0,25,0,0,2232.32373046875,0,0
AGO,Angola,AGO,Angola,2019,52,Finance and Insurance ,1,0,1,436792.84375,0,436792.84375,4551918.5,0,4551918.5,2703,0,2703,0,0,0
AGO,Angola,AGO,Angola,2019,81,Repair and Maintenance ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2019,21,Oil and Gas Extraction ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2019,23,Construction of Buildings ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2019,51,Information ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2019,52,Finance and Insurance ,1,0,0,6349.22216796875,0,0,68817.1484375,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2019,53,Real Estate ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2019,55,Management of Companies and Enterprises ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,CHE,Switzerland,2019,42,Wholesale Trade ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AGO,Angola,CPV,Cape Verde,2019,51,Information ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,CPV,Cape Verde,2019,52,Finance and Insurance ,2,0,1,8216.0068359375,0,0,227376.625,0,0,118,0,0,0,0,0
AGO,Angola,NLD,Netherlands,2019,55,Management of Companies and Enterprises ,1,0,0,0,0,0,43868.03125,0,0,0,0,0,39555.40234375,0,0
AGO,Angola,PRT,Portugal,2019,23,Construction of Buildings ,1,0,0,0,0,0,24.51480865478516,0,0,0,0,0,0,0,0
AGO,Angola,PRT,Portugal,2019,42,Wholesale Trade ,1,0,0,4147.42626953125,0,0,3173.592529296875,0,0,23,0,0,290.5799560546875,0,0
AGO,Angola,PRT,Portugal,2019,52,Finance and Insurance ,1,0,0,16902.673828125,0,0,924294.0625,0,0,49,0,0,0,0,0
AGO,Angola,PRT,Portugal,2019,53,Real Estate ,1,0,0,101.5228805541992,0,0,3464.30078125,0,0,0,0,0,0,0,0
AGO,Angola,PRT,Portugal,2019,54,Legal Services ,7,1,0,25346.41128230095,0,0,40041.12520980835,311.5143432617188,0,178,0,0,933.3236112594604,0,0
AGO,Angola,PRT,Portugal,2019,55,Management of Companies and Enterprises ,1,0,0,149.7643585205078,0,0,5012.9462890625,0,0,0,0,0,3596.989990234375,0,0
AGO,Angola,PRT,Portugal,2019,56,Administrative and Support and Waste Management and Remediation Services ,1,0,0,13335.310546875,0,0,18196.033203125,0,0,26,0,0,1667.575561523438,0,0
AGO,Angola,AGO,Angola,2020,52,Finance and Insurance ,1,0,1,422792.90625,0,422792.90625,4380964,0,4380964,2724,0,2724,0,0,0
AGO,Angola,AGO,Angola,2020,81,Repair and Maintenance ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2020,21,Oil and Gas Extraction ,1,0,0,78905.328125,0,0,0,0,0,36,0,0,0,0,0
AGO,Angola,BRA,Brazil,2020,23,Construction of Buildings ,1,0,0,3849.04052734375,0,0,0,0,0,8,0,0,0,0,0
AGO,Angola,BRA,Brazil,2020,51,Information ,1,0,0,69282.7265625,0,0,0,0,0,36,0,0,0,0,0
AGO,Angola,BRA,Brazil,2020,52,Finance and Insurance ,1,0,0,10428.2060546875,0,0,105667.515625,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2020,53,Real Estate ,1,0,0,1539.6162109375,0,0,0,0,0,76,0,0,0,0,0
AGO,Angola,BRA,Brazil,2020,55,Management of Companies and Enterprises ,1,0,0,3849.04052734375,0,0,0,0,0,36,0,0,0,0,0
AGO,Angola,CHE,Switzerland,2020,42,Wholesale Trade ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AGO,Angola,CPV,Cape Verde,2020,51,Information ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,CPV,Cape Verde,2020,52,Finance and Insurance ,2,0,1,8911.3076171875,0,0,262625.03125,0,0,118,0,0,0,0,0
AGO,Angola,NLD,Netherlands,2020,55,Management of Companies and Enterprises ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,PRT,Portugal,2020,23,Construction of Buildings ,1,0,0,15.10375213623047,0,0,17.29982948303223,0,0,0,0,0,8.999669075012207,0,0
AGO,Angola,PRT,Portugal,2020,42,Wholesale Trade ,1,0,0,4742.017578125,0,0,3320.62109375,0,0,25,0,0,353.3277893066406,0,0
AGO,Angola,PRT,Portugal,2020,52,Finance and Insurance ,1,0,0,14684.697265625,0,0,719575.9375,0,0,53,0,0,0,0,0
AGO,Angola,PRT,Portugal,2020,53,Real Estate ,1,0,0,0,0,0,3782.70751953125,0,0,0,0,0,0,0,0
AGO,Angola,PRT,Portugal,2020,54,Legal Services ,7,0,0,19603.22076416016,0,0,45928.24035644531,0,0,186,0,0,822.7034239768982,0,0
AGO,Angola,PRT,Portugal,2020,55,Management of Companies and Enterprises ,1,0,0,95.71227264404297,0,0,4828.2744140625,0,0,0,0,0,3453.092041015625,0,0
AGO,Angola,PRT,Portugal,2020,56,Administrative and Support and Waste Management and Remediation Services ,1,0,0,7701.939453125,0,0,18541.154296875,0,0,26,0,0,1388.703247070313,0,0
AGO,Angola,AGO,Angola,2021,52,Finance and Insurance ,1,0,1,440782.46875,0,440782.46875,4743000.5,0,4743000.5,2770,0,2770,0,0,0
AGO,Angola,AGO,Angola,2021,81,Repair and Maintenance ,1,0,0,32370,0,0,0,0,0,150,0,0,0,0,0
AGO,Angola,BRA,Brazil,2021,21,Oil and Gas Extraction ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,BRA,Brazil,2021,23,Construction of Buildings ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
